L1L	Delta Pavonis	Camp Mitterand	Wallance Horizons	map		8.375	-10.84375	14.46875	56.67	0	1	1	dja		0.53	0.57	0.57	0.13	0.26	0.06	0.00	0.11	0.28	0.00	0.00	Large	1	
L2L	Ross 775	A 1	Arnason Prospect	map		-18.8125	-8.90625	6.78125	81.68	0	1	0	dja		0.50	0.50	0.44	0.12	0.26	0.18	0.03	0.18	0.24	0.03	0.00	Large	1	
S1L	Ross 775	CD 4	Morey Terminal	map		-18.8125	-8.90625	6.78125	81.68	0	0	0	dja		0.43	0.43	0.13	0.09	0.48	0.04	0.00	0.00	0.00	0.00	0.00	Small	1	
M1L	Ross 775	CD 1	Scalzi Bastion	map		-18.8125	-8.90625	6.78125	81.68	0	0	0	dja		0.46	0.69	0.38	0.08	0.77	0.00	0.00	0.00	0.00	0.00	0.00	Medium	1	
M5L	Ross 671	B 1	Barreiros Vision	map		-17.53125	-13.84375	0.625	84.01	0	1	0	dja		0.44	0.61	0.44	0.33	0.33	0.17	0.00	0.00	0.06	0.00	0.00	Large	1	
L2L	Ross 671	A 3	De Balboa Landing	map		-17.53125	-13.84375	0.625	84.01	0	1	0	dja		0.50	0.50	0.44	0.12	0.26	0.18	0.03	0.18	0.24	0.03	0.00	Large	1	
M1M	Ross 671	A 6	Dias Hub	map		-17.53125	-13.84375	0.625	84.01	0	0	1	dja		1.21	0.00	0.38	0.00	0.50	0.46	0.33	0.50	0.33	0.29	0.00	Medium	2	
S1M	George Pantazis	A 9	Haber Landing	map		-12.09375	-16	-14.21875	86.25	2	0	0	dja		1.20	0.00	0.27	0.00	0.33	0.13	0.20	0.53	0.53	0.27	0.00	Small	2	
M5L	George Pantazis	A 9	Sladek's Folly	map		-12.09375	-16	-14.21875	86.25	0	1	0	dja		0.44	0.61	0.44	0.33	0.33	0.17	0.00	0.00	0.06	0.00	0.00	Large	1	
M2H	Ross 730	A 1	Al-Battani Landing	map		-22.25	2.71875	16.375	80.10	2	1	0	dja		0.00	0.00	0.60	0.00	0.00	0.40	1.80	0.60	0.00	1.60	0.60	Medium	3	
M1H	Guy	A 4 A	Mendez Relay	map		26.71875	14.25	7.375	35.26	3	1	1	dja													Medium	3	
S3L	Guy	A 4 A	Rodrigues Folly	map		26.71875	14.25	7.375	35.26	0	0	0	dja		0.17	0.46	0.21	0.13	0.58	0.08	0.00	0.00	0.00	0.00	0.00	Small	1	
S3M	Acihaut	Ayer	Camarda Legacy	map		-18.5	25.28125	-4	80.86	0	0	0	dja		0.94	0.00	0.11	0.00	0.48	0.45	0.18	0.48	0.44	0.42	0.00	Small	2	
M4L	Acihaut	Ayer	McKee's Inheritance	map		-18.5	25.28125	-4	80.86	0	0	0	dja		0.74	0.48	0.17	0.22	0.65	0.00	0.00	0.00	0.00	0.00	0.00	Medium	1	
S3M	Nang Ta-khian	Nisa	Holland Depot	map		-18.21875	26.5625	-6.34375	81.67	0	0	0	dja		0.94	0.00	0.11	0.00	0.48	0.45	0.18	0.48	0.44	0.42	0.00	Small	2	
M4M	Nang Ta-khian	Nisa	Schilling Prospect	map		-18.21875	26.5625	-6.34375	81.67	0	0	0	dja		0.88	0.00	0.40	0.00	0.33	0.30	0.48	0.48	0.58	0.58	0.03	Medium	2	
M1M	Nang Ta-khian	2 A	Serre Arsenal	map		-18.21875	26.5625	-6.34375	81.67	0	0	1	dja		1.21	0.00	0.38	0.00	0.50	0.46	0.33	0.50	0.33	0.29	0.00	Medium	2	
S3H	V857 Centauri	1 A	Nehsi Installation	map		30.375	11.125	9.6875	31.45	2	0	0	dja		0.00	0.00	1.67	0.00	1.33	0.33	1.67	0.33	0.00	0.67	0.00	Small	3	
L3L	Wyrd	B 2	Alexandrov Relay	map		-11.625	31.53125	-3.9375	75.47	0	1	0	dja		0.54	0.54	0.33	0.04	0.33	0.17	0.00	0.17	0.29	0.00	0.00	Large	1	
S3M	Wyrd	Lister	Grijalva's Inheritance	map		-11.625	31.53125	-3.9375	75.47	0	0	0	dja		0.94	0.00	0.11	0.00	0.48	0.45	0.18	0.48	0.44	0.42	0.00	Small	2	
L3M	Wyrd	Lister	Gulyaev Vision	map		-11.625	31.53125	-3.9375	75.47	0	1	0	dja		0.76	0.00	0.33	0.00	0.18	0.61	0.21	0.58	0.42	0.64	0.33	Large	2	
S3L	Wyrd	B 3	Simak Penal Colony	map		-11.625	31.53125	-3.9375	75.47	0	0	0	dja		0.17	0.46	0.21	0.13	0.58	0.08	0.00	0.00	0.00	0.00	0.00	Small	1	
M1H	LHS 3776	2 B	Maybury Point	map	1	-13.09375	-27.03125	16.0625	82.76	3	1	1	dja													Medium	3	
L1L	Byel Taca	8	Bao's Progress	map		-12.21875	-20.0625	-25.25	93.70	0	1	1	dja		0.53	0.57	0.57	0.13	0.26	0.06	0.00	0.11	0.28	0.00	0.00	Large	1	
M2M	Ross 730	A 1	Rominger Mines	map		-22.25	2.71875	16.375	80.10	0	0	0	dja		0.69	0.00	0.29	0.00	0.41	0.55	0.48	0.52	0.55	0.47	0.00	Medium	2	
L3H	LFT 90	5 B	Carleson Vision	map		-29.21875	-0.9375	-19.8125	98.81	3	1	0	dja		0.00	0.00	0.33	0.00	0.00	0.00	0.67	2.00	0.33	0.67	1.67	Large	3	
S2M	LFT 90	5 E	Gunn Survey	map		-29.21875	-0.9375	-19.8125	98.81	0	0	0	dja		0.98	0.10	0.19	0.00	0.45	0.43	0.33	0.43	0.31	0.38	0.02	Small	2	
L3H	LFT 90	5 B	Iqbal Enterprise	map		-29.21875	-0.9375	-19.8125	98.81	3	1	0	dja		0.00	0.00	0.33	0.00	0.00	0.00	0.67	2.00	0.33	0.67	1.67	Large	3	
M4L	LFT 90	5 E	Webb Landing	map		-29.21875	-0.9375	-19.8125	98.81	0	0	0	dja		0.74	0.48	0.17	0.22	0.65	0.00	0.00	0.00	0.00	0.00	0.00	Medium	1	
L4M1	Sekhenses	5	Acaba Arsenal	map		-12.90625	-19.09375	27.625	77.82	3	1	1	dja		0.33	1.00	0.33	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	Large	1	
S2L	Sekhenses	5	Bixby Camp	map		-12.90625	-19.09375	27.625	77.82	0	0	0	dja		0.26	0.58	0.26	0.00	0.53	0.05	0.00	0.00	0.00	0.00	0.00	Small	1	
M4L	Sekhenses	3	Chun Enterprise	map		-12.90625	-19.09375	27.625	77.82	0	0	0	dja		0.74	0.48	0.17	0.22	0.65	0.00	0.00	0.00	0.00	0.00	0.00	Medium	1	
M2H	Sekhenses	6	Fowler Depot	map		-12.90625	-19.09375	27.625	77.82	2	1	0	dja		0.00	0.00	0.60	0.00	0.00	0.40	1.80	0.60	0.00	1.60	0.60	Medium	3	
M3L	Sekhenses	3	Lee Enterprise	map		-12.90625	-19.09375	27.625	77.82	0	0	0	dja		0.43	0.52	0.48	0.13	0.52	0.09	0.00	0.00	0.04	0.00	0.00	Medium	1	
M6L	Sekhenses	1	Oramus Point	map		-12.90625	-19.09375	27.625	77.82	0	0	0	dja		0.57	0.71	0.14	0.14	0.57	0.14	0.00	0.00	0.00	0.00	0.00	Medium	1	
L3L	L 190-21	A 2	Yamazaki Hub	map		35.375	0.1875	7.75	33.07	0	1	0	dja		0.54	0.54	0.33	0.04	0.33	0.17	0.00	0.17	0.29	0.00	0.00	Large	1	
M2L	L 190-21	A 2	Yang Project	map		35.375	0.1875	7.75	33.07	0	0	0	dja		0.58	0.46	0.23	0.12	0.58	0.15	0.00	0.00	0.00	0.00	0.00	Medium	1	
L4M1	Carnoeck	3 C	Johnson Point	map	1	35.96875	5.1875	1.3125	34.81	3	1	1	dja		0.33	1.00	0.33	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	Large	1	
S2H	Blest	4 A	Apgar Beacon	map		6.0625	-17.75	-33.625	86.08	2	0	1	dja		0.00	0.00	0.50	0.00	0.00	0.75	1.75	0.25	0.75	0.50	0.00	Small	3	
L4M1	Blest	5 B	Vogel Base	map		6.0625	-17.75	-33.625	86.08	3	1	1	dja		0.33	1.00	0.33	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	Large	1	
M1L	FT Piscium	A 2 B	Oluwafemi Silo	map		-25.5	-23.6875	-16.84375	101.18	0	0	0	dja		0.46	0.69	0.38	0.08	0.77	0.00	0.00	0.00	0.00	0.00	0.00	Medium	1	
L3M	G 173-53	2	Thurston Terminal	map		-25.15625	-8.03125	-28.65625	101.55	0	1	0	dja		0.76	0.00	0.33	0.00	0.18	0.61	0.21	0.58	0.42	0.64	0.33	Large	2	
L3L	LHS 6427	A 3	Stuart Observatory	map		-33.25	-19.78125	-9.53125	103.24	0	1	0	dja		0.54	0.54	0.33	0.04	0.33	0.17	0.00	0.17	0.29	0.00	0.00	Large	1	
L1M	Gyton's Hope		Matteucci Point	map		-29.625	-2	-26.75	102.83	0	1	1	Fire Dragon		1.10	0.02	0.24	0.00	0.31	0.47	0.41	0.43	0.18	0.29	0.31	Large	2	
L1M	Gyton's Hope		Whitworth Settlement	map		-29.625	-2	-26.75	102.83	0	1	1	Fire Dragon		1.10	0.02	0.24	0.00	0.31	0.47	0.41	0.43	0.18	0.29	0.31	Large	2	
S1H	LHS 1920	B 1	Smith Works	map		25.84375	5.0625	-30.21875	65.89	2	0	0	dja		0.00	0.00	0.71	0.00	0.29	0.57	0.71	0.57	0.86	0.43	0.14	Small	3	
L2L	LHS 112	C 3	Gantt Works	map		-32.15625	-20	-15.34375	104.60	0	1	0	dja		0.50	0.50	0.44	0.12	0.26	0.18	0.03	0.18	0.24	0.03	0.00	Large	1	
M2L	LHS 112	C 2	Wolfe Base	map		-32.15625	-20	-15.34375	104.60	0	0	0	dja		0.58	0.46	0.23	0.12	0.58	0.15	0.00	0.00	0.00	0.00	0.00	Medium	1	
L2L	LHS 112	C 3	Zajdel Installation	map		-32.15625	-20	-15.34375	104.60	0	1	0	dja		0.50	0.50	0.44	0.12	0.26	0.18	0.03	0.18	0.24	0.03	0.00	Large	1	
M4M	Eme		Morris Enterprise	map		33.71875	26.21875	4.03125	33.06	0	0	0	Cmdr Chaos		0.88	0.00	0.40	0.00	0.33	0.30	0.48	0.48	0.58	0.58	0.03	Medium	2	
L3M	LP 672-42	B 10 C	Blaschke Base	map		27.78125	32.84375	1	41.20	0	1	0		~243k ls	0.76	0.00	0.33	0.00	0.18	0.61	0.21	0.58	0.42	0.64	0.33	Large	2	
M2L	Erne	A 2	Barnes Holdings	map		33.71875	26.21875	4.03125	33.06	0	0	0	dja		0.58	0.46	0.23	0.12	0.58	0.15	0.00	0.00	0.00	0.00	0.00	Medium	1	
L3M	LFT 992	B 5 A	Scithers Beacon	map		-7.5625	42.59375	0.6875	73.01	0	1	0	Jockari		0.76	0.00	0.33	0.00	0.18	0.61	0.21	0.58	0.42	0.64	0.33	Large	2	
L2L	CD-55 1514	C 4	Hennepin Depot	map		39.59375	-17.375	-3.5	49.22	0	1	0	dja		0.50	0.50	0.44	0.12	0.26	0.18	0.03	0.18	0.24	0.03	0.00	Large	1	
M2L	Upsilon Andromedae	B 3	Clebsch Installation	map		-30.4375	-15.28125	-27.90625	107.40	0	0	0	dja		0.58	0.46	0.23	0.12	0.58	0.15	0.00	0.00	0.00	0.00	0.00	Medium	1	
L3L	Trocnades	AB 2 F	Ehrenfried Kegel Landing	map		-25.46875	-32.40625	21.5	95.52	0	1	0	dja		0.54	0.54	0.33	0.04	0.33	0.17	0.00	0.17	0.29	0.00	0.00	Large	1	
M2H	Trocnades	A 3	Selberg Base	map		-25.46875	-32.40625	21.5	95.52	2	1	0	dja		0.00	0.00	0.60	0.00	0.00	0.40	1.80	0.60	0.00	1.60	0.60	Medium	3	
S3L	LFT 1610	A 3	Diamond's Folly	map		1.4375	-33.46875	34.78125	74.91	0	0	0	dja		0.17	0.46	0.21	0.13	0.58	0.08	0.00	0.00	0.00	0.00	0.00	Small	1	
L2H	LFT 1610	A 2	Vo Enterprise	map		1.4375	-33.46875	34.78125	74.91	3	1	0	dja		0.00	0.00	1.00	0.00	0.00	0.00	0.75	1.38	0.38	1.88	0.75	Large	3	
M1H	L 639-45	3 A	Stuart Silo	map		-11.34375	-26.25	39.0625	81.00	3	1	1	dja													Medium	3	
M2L	L 639-45	4	Williamson Beacon	map		-11.34375	-26.25	39.0625	81.00	0	0	0	dja		0.58	0.46	0.23	0.12	0.58	0.15	0.00	0.00	0.00	0.00	0.00	Medium	1	
S1L	Euboa	B 3	Ahmed's Folly	map		-7.53125	-24.15625	41.5	77.13	0	0	0	dja		0.43	0.43	0.13	0.09	0.48	0.04	0.00	0.00	0.00	0.00	0.00	Small	1	
S1L	Euboa	B 2	Barentsz Landing	map		-7.53125	-24.15625	41.5	77.13	0	0	0	dja		0.43	0.43	0.13	0.09	0.48	0.04	0.00	0.00	0.00	0.00	0.00	Small	1	
M3L	Euboa	B 8 C	Bloch Survey	map		-7.53125	-24.15625	41.5	77.13	0	0	0	dja		0.43	0.52	0.48	0.13	0.52	0.09	0.00	0.00	0.04	0.00	0.00	Medium	1	
L3L	Euboa	B 6 A	Hudson Beacon	map		-7.53125	-24.15625	41.5	77.13	0	1	0	dja		0.54	0.54	0.33	0.04	0.33	0.17	0.00	0.17	0.29	0.00	0.00	Large	1	
S1M	Teleut	D 1	Glidden Installation	map		74.625	-15.5625	53.875	46.59	2	0	0	dja		1.20	0.00	0.27	0.00	0.33	0.13	0.20	0.53	0.53	0.27	0.00	Small	2	
S3L	31 Aquilae	B 10	Butz Terminal	map		-36.625	-2.03125	33.25	94.60	0	0	0	dja		0.17	0.46	0.21	0.13	0.58	0.08	0.00	0.00	0.00	0.00	0.00	Small	1	
L2L	31 Aquilae	B 3	Coppel Base	map		-36.625	-2.03125	33.25	94.60	0	1	0	dja		0.50	0.50	0.44	0.12	0.26	0.18	0.03	0.18	0.24	0.03	0.00	Large	1	
M3L	31 Aquilae	B 5	Cori Enterprise	map		-36.625	-2.03125	33.25	94.60	0	0	0	dja		0.43	0.52	0.48	0.13	0.52	0.09	0.00	0.00	0.04	0.00	0.00	Medium	1	
L1L	31 Aquilae	B 10	Horowitz Colony	map		-36.625	-2.03125	33.25	94.60	0	1	1	dja		0.53	0.57	0.57	0.13	0.26	0.06	0.00	0.11	0.28	0.00	0.00	Large	1	
L1L	Liaedin	Ulrich's Rock	Euthymenes Depot	map		-32.03125	-5.8125	38.125	91.48	0	1	1	dja		0.53	0.57	0.57	0.13	0.26	0.06	0.00	0.11	0.28	0.00	0.00	Large	1	
L1M	Liaedin	Ulrich's Rock	Valigursky Landing	map		-32.03125	-5.8125	38.125	91.48	0	1	1	dja		1.10	0.02	0.24	0.00	0.31	0.47	0.41	0.43	0.18	0.29	0.31	Large	2	
L3M	Ross 584		Binder Beacon	map		10.9375	-33.65625	-36.4375	93.15	0	1	0	Insane4un		0.76	0.00	0.33	0.00	0.18	0.61	0.21	0.58	0.42	0.64	0.33	Large	2	
L1M	Ross 584		Kwolek Settlement	map		10.9375	-33.65625	-36.4375	93.15	0	1	1	Insane4un		1.10	0.02	0.24	0.00	0.31	0.47	0.41	0.43	0.18	0.29	0.31	Large	2	
M2M	LP 322-836	B 2	Auld Prospect	map		-3.4375	51.59375	2.03125	72.71	0	0	0	dja		0.69	0.00	0.29	0.00	0.41	0.55	0.48	0.52	0.55	0.47	0.00	Medium	2	
S4H	LFT 568	2 E	Finch Base	map		53.1875	-9.90625	-1.9375	40.11	2	0	0	dja		0.00	0.00	0.50	0.00	0.60	0.90	0.50	0.80	1.00	0.60	0.00	Small	3	
M2M	Tama	B 2	Adams' Folly	map		-29.9375	-45.65625	10.34375	107.80	0	0	0	dja		0.69	0.00	0.29	0.00	0.41	0.55	0.48	0.52	0.55	0.47	0.00	Medium	2	
M2L	Tama	B 1	Cameron Prospect	map		-29.9375	-45.65625	10.34375	107.80	0	0	0	dja		0.58	0.46	0.23	0.12	0.58	0.15	0.00	0.00	0.00	0.00	0.00	Medium	1	
S3M	Othime	1	Thiele Installation	map		2.40625	-26.4375	52.4375	73.62	0	0	0	dja		0.94	0.00	0.11	0.00	0.48	0.45	0.18	0.48	0.44	0.42	0.00	Small	2	
L4H	Skinfaxi	3 D	Cousteau Barracks	map		-29.3125	-39.625	34.28125	102.74	3	1	1	dja													Large	3	
L3L	Skinfaxi	4 A	Herreshoff Horizons	map		-29.3125	-39.625	34.28125	102.74	0	1	0	dja		0.54	0.54	0.33	0.04	0.33	0.17	0.00	0.17	0.29	0.00	0.00	Large	1	
S2M	Munfayl	5 D	Back Laboratory	map		-24.15625	-86.15625	2.53125	133.23	0	0	0	dja		0.98	0.10	0.19	0.00	0.45	0.43	0.33	0.43	0.31	0.38	0.02	Small	2	
M3L	Skinfaxi	2 B	Puleston Installation	map		-29.3125	-39.625	34.28125	102.74	0	0	0	dja		0.43	0.52	0.48	0.13	0.52	0.09	0.00	0.00	0.04	0.00	0.00	Medium	1	
S4H	Wolf 248	5 A	Lousma's Inheritance	map		2.78125	60.3125	-0.4375	73.41	2	0	0	dja		0.00	0.00	0.50	0.00	0.60	0.90	0.50	0.80	1.00	0.60	0.00	Small	3	
L3L	Wolf 248	5 A	Tognini Prospect	map		2.78125	60.3125	-0.4375	73.41	0	1	0	dja		0.54	0.54	0.33	0.04	0.33	0.17	0.00	0.17	0.29	0.00	0.00	Large	1	
L1H	Wolf 248	5 A	Zholobov Arena	map		2.78125	60.3125	-0.4375	73.41	3	1	1	dja		0.00	0.00	0.83	0.00	0.00	0.00	1.00	1.33	0.83	1.00	0.50	Large	3	
M2L	Elli	A 3	Illy's Progress	map		60.1875	-1.03125	-6.03125	38.32	0	0	0	dja		0.58	0.46	0.23	0.12	0.58	0.15	0.00	0.00	0.00	0.00	0.00	Medium	1	
L2L	Elli	A 3	Klimuk Installation	map		60.1875	-1.03125	-6.03125	38.32	0	1	0	dja		0.50	0.50	0.44	0.12	0.26	0.18	0.03	0.18	0.24	0.03	0.00	Large	1	
M4M	Ross 769	1	Blackwell Base	map		-26.34375	-38.09375	42.03125	100.28	0	0	0	dja		0.88	0.00	0.40	0.00	0.33	0.30	0.48	0.48	0.58	0.58	0.03	Medium	2	
L2H	Summanus	A 4	Bogdanov Prospect	map		52.1875	-34.625	-0.6875	59.28	3	1	0	dja		0.00	0.00	1.00	0.00	0.00	0.00	0.75	1.38	0.38	1.88	0.75	Large	3	
L4M2	Summanus	A 2	Daley Barracks	map		52.1875	-34.625	-0.6875	59.28	3	1	1	dja													Large	2	
S1L	Summanus	A 4	Fawcett's Progress	map		52.1875	-34.625	-0.6875	59.28	0	0	0	dja		0.43	0.43	0.13	0.09	0.48	0.04	0.00	0.00	0.00	0.00	0.00	Small	1	
M3M	Kokoto	3 c	Terry Camp	map		39.15625	40.5	28	28.28	0	0	0	Cmdr Chaos		0.84	0.00	0.31	0.00	0.40	0.67	0.40	0.43	0.39	0.49	0.00	Medium	2	
M3M	Kutkha	A 2 A	Ali Survey	map		60.59375	-10.8125	17.15625	30.51	0	0	0	dja		0.84	0.00	0.31	0.00	0.40	0.67	0.40	0.43	0.39	0.49	0.00	Medium	2	
M4L	Kutkha	A 2 A	Cabana Stop	map		60.59375	-10.8125	17.15625	30.51	0	0	0	dja		0.74	0.48	0.17	0.22	0.65	0.00	0.00	0.00	0.00	0.00	0.00	Medium	1	
M1L	Kutkha	A 2 A	Perrin Hub	map		60.59375	-10.8125	17.15625	30.51	0	0	0	dja		0.46	0.69	0.38	0.08	0.77	0.00	0.00	0.00	0.00	0.00	0.00	Medium	1	
L3H	Ngaliba	7 F	Veblen Vision	map		-30.5	-8.625	58.0625	95.27	3	1	0	dja		0.00	0.00	0.33	0.00	0.00	0.00	0.67	2.00	0.33	0.67	1.67	Large	3	
M4H	Aura	ABC 6 F	Apt Reach	map		-16.625	32.15625	55.5625	79.07	2	1	1	dja		0.00	0.00	0.33	0.00	1.00	0.67	0.67	1.00	0.00	1.33	0.00	Medium	3	
S4L	Aura	ABC 6 E	Csoma Base	map		-16.625	32.15625	55.5625	79.07	0	0	0	dja		0.58	0.26	0.05	0.05	0.47	0.16	0.00	0.00	0.00	0.00	0.00	Small	1	
S3L	Aura	ABC 5 B	Harrison Installation	map		-16.625	32.15625	55.5625	79.07	0	0	0	dja		0.17	0.46	0.21	0.13	0.58	0.08	0.00	0.00	0.00	0.00	0.00	Small	1	
S4L	Aura	ABC 6 E	Ramelli's Progress	map		-16.625	32.15625	55.5625	79.07	0	0	0	dja		0.58	0.26	0.05	0.05	0.47	0.16	0.00	0.00	0.00	0.00	0.00	Small	1	
L1L	Djiwar	B 6	Blaylock Beacon	map		-8.90625	-33.6875	56.96875	87.72	0	1	1	dja		0.53	0.57	0.57	0.13	0.26	0.06	0.00	0.11	0.28	0.00	0.00	Large	1	
M1L	BD+44 4389	A 5 G	Clifton Survey	map		-61.71875	-17.03125	-19.21875	130.92	0	0	0	dja		0.46	0.69	0.38	0.08	0.77	0.00	0.00	0.00	0.00	0.00	0.00	Medium	1	
L1L	BD+44 4389	A 1 A	Taine Vision	map		-61.71875	-17.03125	-19.21875	130.92	0	1	1	dja		0.53	0.57	0.57	0.13	0.26	0.06	0.00	0.11	0.28	0.00	0.00	Large	1	
S1L	BD+52 3410	AB 3	Powers Plant	map		-62.65625	-8.0625	-22	130.72	0	0	0	dja		0.43	0.43	0.13	0.09	0.48	0.04	0.00	0.00	0.00	0.00	0.00	Small	1	
M2M	Mbukuravi	2	Wnuk-Lipinski Settlement	map		-31.875	-13.125	57.34375	97.61	0	0	0	dja		0.69	0.00	0.29	0.00	0.41	0.55	0.48	0.52	0.55	0.47	0.00	Medium	2	
